id,source
ljcr-ds-1225-136-15-5-245,ljcr-difference-sets
ljcr-ds-1225-136-15-7-175,ljcr-difference-sets
ljcr-ds-12265-5257-2253-12265,ljcr-difference-sets
ljcr-ds-12275-6137-3068-12275,ljcr-difference-sets
ljcr-ds-12285-3072-768-12285,ljcr-difference-sets
ljcr-ds-12285-333-9-12285,ljcr-difference-sets
ljcr-ds-12285-333-9-3-3-1365,ljcr-difference-sets
ljcr-ds-12285-333-9-3-4095,ljcr-difference-sets
ljcr-ds-12403-4824-1876-12403,ljcr-difference-sets
ljcr-ds-12429-3108-777-12429,ljcr-difference-sets
ljcr-ds-12445-5185-2160-12445,ljcr-difference-sets
ljcr-ds-12465-2337-438-12465,ljcr-difference-sets
ljcr-ds-12481-2496-499-12481,ljcr-difference-sets
ljcr-ds-12481-4096-1344-12481,ljcr-difference-sets
ljcr-ds-12483-6241-3120-12483,ljcr-difference-sets
ljcr-ds-1251-625-312-3-417,ljcr-difference-sets
ljcr-ds-12529-5104-2079-12529,ljcr-difference-sets
ljcr-ds-12537-1568-196-12537,ljcr-difference-sets
ljcr-ds-12541-1881-282-12541,ljcr-difference-sets
ljcr-ds-12559-4186-1395-12559,ljcr-difference-sets
ljcr-ds-12595-4198-1399-12595,ljcr-difference-sets
ljcr-ds-12607-6303-3151-12607,ljcr-difference-sets
ljcr-ds-12649-2449-474-12649,ljcr-difference-sets
ljcr-ds-12651-6325-3162-12651,ljcr-difference-sets
ljcr-ds-12656-2531-506-12656,ljcr-difference-sets
ljcr-ds-12711-2666-559-12711,ljcr-difference-sets
ljcr-ds-12741-3185-796-12741,ljcr-difference-sets
ljcr-ds-12781-2556-511-12781,ljcr-difference-sets
ljcr-ds-12805-4753-1764-12805,ljcr-difference-sets
ljcr-ds-12851-1800-252-12851,ljcr-difference-sets
ljcr-ds-1288-352-96-1288,ljcr-difference-sets
ljcr-ds-1288-352-96-2-2-322,ljcr-difference-sets
ljcr-ds-1288-352-96-2-644,ljcr-difference-sets
ljcr-ds-12881-2576-515-12881,ljcr-difference-sets
ljcr-ds-12883-4408-1508-12883,ljcr-difference-sets
ljcr-ds-1289-553-237-1289,ljcr-difference-sets
ljcr-ds-12901-5376-2240-12901,ljcr-difference-sets
ljcr-ds-12905-4840-1815-12905,ljcr-difference-sets
ljcr-ds-12915-1761-240-12915,ljcr-difference-sets
ljcr-ds-1293-324-81-1293,ljcr-difference-sets
ljcr-ds-12959-6138-2907-12959,ljcr-difference-sets
ljcr-ds-1296-630-306-18-72,ljcr-difference-sets
ljcr-ds-1296-630-306-2-18-36,ljcr-difference-sets
ljcr-ds-1296-630-306-2-2-18-18,ljcr-difference-sets
ljcr-ds-1296-630-306-2-6-6-18,ljcr-difference-sets
ljcr-ds-1296-630-306-3-12-36,ljcr-difference-sets
ljcr-ds-1296-630-306-3-3-12-12,ljcr-difference-sets
ljcr-ds-1296-630-306-3-3-6-24,ljcr-difference-sets
ljcr-ds-1296-630-306-3-6-6-12,ljcr-difference-sets
ljcr-ds-1296-630-306-3-6-72,ljcr-difference-sets
ljcr-ds-1296-630-306-36-36,ljcr-difference-sets
ljcr-ds-1296-630-306-6-216,ljcr-difference-sets
ljcr-ds-1296-630-306-6-6-36,ljcr-difference-sets
ljcr-ds-1296-630-306-6-6-6-6,ljcr-difference-sets
ljcr-ds-12989-4012-1239-12989,ljcr-difference-sets
ljcr-ds-12995-6497-3248-12995,ljcr-difference-sets
ljcr-ds-12997-3249-812-12997,ljcr-difference-sets
ljcr-ds-13039-5248-2112-13039,ljcr-difference-sets
ljcr-ds-13071-6535-3267-13071,ljcr-difference-sets
ljcr-ds-13077-1401-150-13077,ljcr-difference-sets
ljcr-ds-13091-715-39-13091,ljcr-difference-sets
ljcr-ds-1313-288-63-1313,ljcr-difference-sets
ljcr-ds-13131-6565-3282-13131,ljcr-difference-sets
ljcr-ds-13156-1755-234-13156,ljcr-difference-sets
ljcr-ds-13167-6583-3291-13167,ljcr-difference-sets
ljcr-ds-13171-4390-1463-13171,ljcr-difference-sets
ljcr-ds-13175-4705-1680-13175,ljcr-difference-sets
ljcr-ds-13189-4396-1465-13189,ljcr-difference-sets
ljcr-ds-13201-4225-1352-13201,ljcr-difference-sets
ljcr-ds-13203-6601-3300-13203,ljcr-difference-sets
ljcr-ds-13211-6605-3302-13211,ljcr-difference-sets
ljcr-ds-13221-2645-529-13221,ljcr-difference-sets
ljcr-ds-13227-6613-3306-13227,ljcr-difference-sets
ljcr-ds-1323-661-330-21-63,ljcr-difference-sets
ljcr-ds-1323-661-330-3-21-21,ljcr-difference-sets
ljcr-ds-1323-661-330-3-3-147,ljcr-difference-sets
ljcr-ds-1323-661-330-7-189,ljcr-difference-sets
ljcr-ds-13244-4675-1650-13244,ljcr-difference-sets
ljcr-ds-13251-6625-3312-13251,ljcr-difference-sets
ljcr-ds-13263-6631-3315-13263,ljcr-difference-sets
ljcr-ds-13266-5685-2436-13266,ljcr-difference-sets
ljcr-ds-13300-1365-140-13300,ljcr-difference-sets
ljcr-ds-1331-190-27-11-121,ljcr-difference-sets
ljcr-ds-1331-210-33-11-121,ljcr-difference-sets
ljcr-ds-1331-266-53-11-121,ljcr-difference-sets
ljcr-ds-1331-665-332-11-121,ljcr-difference-sets
ljcr-ds-13333-3333-833-13333,ljcr-difference-sets
ljcr-ds-13371-6685-3342-13371,ljcr-difference-sets
ljcr-ds-13420-2485-460-13420,ljcr-difference-sets
ljcr-ds-13427-6713-3356-13427,ljcr-difference-sets
ljcr-ds-13433-4600-1575-13433,ljcr-difference-sets
ljcr-ds-1344-238-42-2-2-336,ljcr-difference-sets
ljcr-ds-1344-238-42-2-672,ljcr-difference-sets
ljcr-ds-1344-238-42-4-336,ljcr-difference-sets
ljcr-ds-13455-6727-3363-13455,ljcr-difference-sets
ljcr-ds-13471-6286-2933-13471,ljcr-difference-sets
ljcr-ds-13490-5453-2204-13490,ljcr-difference-sets
ljcr-ds-1350-285-60-3-15-30,ljcr-difference-sets
ljcr-ds-13503-6751-3375-13503,ljcr-difference-sets
ljcr-ds-1353-169-21-1353,ljcr-difference-sets
ljcr-ds-13530-4565-1540-13530,ljcr-difference-sets
ljcr-ds-135387-974-7-135387,ljcr-difference-sets
ljcr-ds-135387-974-7-21-6447,ljcr-difference-sets
ljcr-ds-135387-974-7-3-45129,ljcr-difference-sets
ljcr-ds-135387-974-7-7-19341,ljcr-difference-sets
ljcr-ds-13587-6793-3396-13587,ljcr-difference-sets
ljcr-ds-13612-4537-1512-13612,ljcr-difference-sets
ljcr-ds-13637-3409-852-13637,ljcr-difference-sets
ljcr-ds-13640-5337-2088-13640,ljcr-difference-sets
ljcr-ds-13643-6821-3410-13643,ljcr-difference-sets
ljcr-ds-13647-6823-3411-13647,ljcr-difference-sets
ljcr-ds-13663-5589-2286-13663,ljcr-difference-sets
ljcr-ds-13695-4510-1485-13695,ljcr-difference-sets
ljcr-ds-13699-6849-3424-13699,ljcr-difference-sets
ljcr-ds-13717-5589-2277-13717,ljcr-difference-sets
ljcr-ds-13735-5887-2523-13735,ljcr-difference-sets
ljcr-ds-1375-229-38-5-275,ljcr-difference-sets
ljcr-ds-1375-229-38-5-5-55,ljcr-difference-sets
ljcr-ds-13805-2465-440-13805,ljcr-difference-sets
ljcr-ds-13823-6911-3455-13823,ljcr-difference-sets
ljcr-ds-13869-3468-867-13869,ljcr-difference-sets
ljcr-ds-1387-154-17-1387,ljcr-difference-sets
ljcr-ds-13887-6943-3471-13887,ljcr-difference-sets
ljcr-ds-13893-2416-420-13893,ljcr-difference-sets
ljcr-ds-13923-6961-3480-13923,ljcr-difference-sets
ljcr-ds-13993-3817-1041-13993,ljcr-difference-sets
ljcr-ds-14003-7001-3500-14003,ljcr-difference-sets
ljcr-ds-14008-3451-850-14008,ljcr-difference-sets
ljcr-ds-14043-7021-3510-14043,ljcr-difference-sets
ljcr-ds-1408-336-80-2-2-2-2-2-44,ljcr-difference-sets
ljcr-ds-1408-336-80-2-2-2-2-88,ljcr-difference-sets
ljcr-ds-1408-336-80-2-2-2-4-44,ljcr-difference-sets
ljcr-ds-1408-336-80-2-2-4-88,ljcr-difference-sets
ljcr-ds-1408-336-80-2-4-4-44,ljcr-difference-sets
ljcr-ds-1408-336-80-2-8-88,ljcr-difference-sets
ljcr-ds-1408-336-80-4-4-88,ljcr-difference-sets
ljcr-ds-14163-7081-3540-14163,ljcr-difference-sets
ljcr-ds-14181-2836-567-14181,ljcr-difference-sets
ljcr-ds-14191-7095-3547-14191,ljcr-difference-sets
ljcr-ds-14193-6209-2716-14193,ljcr-difference-sets
ljcr-ds-14231-2846-569-14231,ljcr-difference-sets
ljcr-ds-14245-1188-99-14245,ljcr-difference-sets
ljcr-ds-14291-7145-3572-14291,ljcr-difference-sets
ljcr-ds-14309-3577-894-14309,ljcr-difference-sets
ljcr-ds-1431-495-171-3-3-159,ljcr-difference-sets
ljcr-ds-14329-1792-224-14329,ljcr-difference-sets
ljcr-ds-14341-4780-1593-14341,ljcr-difference-sets
ljcr-ds-14371-2395-399-14371,ljcr-difference-sets
ljcr-ds-14399-7199-3599-14399,ljcr-difference-sets
ljcr-ds-14421-2576-460-14421,ljcr-difference-sets
ljcr-ds-14421-3605-901-14421,ljcr-difference-sets
ljcr-ds-14421-6181-2649-14421,ljcr-difference-sets
ljcr-ds-1444-703-342-19-76,ljcr-difference-sets
ljcr-ds-1444-703-342-38-38,ljcr-difference-sets
ljcr-ds-14469-3617-904-14469,ljcr-difference-sets
ljcr-ds-14476-1351-126-14476,ljcr-difference-sets
ljcr-ds-14491-7245-3622-14491,ljcr-difference-sets
ljcr-ds-14511-7255-3627-14511,ljcr-difference-sets
ljcr-ds-14527-7263-3631-14527,ljcr-difference-sets
ljcr-ds-14535-4902-1653-14535,ljcr-difference-sets
ljcr-ds-14555-2299-363-14555,ljcr-difference-sets
ljcr-ds-14559-6526-2925-14559,ljcr-difference-sets
ljcr-ds-1456-486-162-2-2-2-182,ljcr-difference-sets
ljcr-ds-1456-486-162-2-2-364,ljcr-difference-sets
ljcr-ds-1456-486-162-2-728,ljcr-difference-sets
ljcr-ds-1456-486-162-4-364,ljcr-difference-sets
ljcr-ds-14565-3641-910-14565,ljcr-difference-sets
ljcr-ds-14575-7287-3643-14575,ljcr-difference-sets
ljcr-ds-14589-6252-2679-14589,ljcr-difference-sets
ljcr-ds-14607-6432-2832-14607,ljcr-difference-sets
ljcr-ds-14623-7311-3655-14623,ljcr-difference-sets
ljcr-ds-14641-976-65-121-121,ljcr-difference-sets
ljcr-ds-14643-7321-3660-14643,ljcr-difference-sets
ljcr-ds-1467-733-366-3-489,ljcr-difference-sets
ljcr-ds-14691-1470-147-14691,ljcr-difference-sets
ljcr-ds-14725-6544-2908-14725,ljcr-difference-sets
ljcr-ds-1473-576-225-1473,ljcr-difference-sets
ljcr-ds-1475-737-368-5-295,ljcr-difference-sets
ljcr-ds-14807-3366-765-14807,ljcr-difference-sets
ljcr-ds-14820-4235-1210-14820,ljcr-difference-sets
ljcr-ds-1485-372-93-3-3-165,ljcr-difference-sets
ljcr-ds-1485-372-93-3-495,ljcr-difference-sets
ljcr-ds-1485-477-153-3-3-165,ljcr-difference-sets
ljcr-ds-1485-477-153-3-495,ljcr-difference-sets
ljcr-ds-14885-3721-930-14885,ljcr-difference-sets
ljcr-ds-14912-962-62-2-7456,ljcr-difference-sets
ljcr-ds-14912-962-62-4-3728,ljcr-difference-sets
ljcr-ds-14912-962-62-8-1864,ljcr-difference-sets
ljcr-ds-14917-4521-1370-14917,ljcr-difference-sets
ljcr-ds-14925-820-45-14925,ljcr-difference-sets
ljcr-ds-14925-820-45-5-2985,ljcr-difference-sets
ljcr-ds-14941-7056-3332-14941,ljcr-difference-sets
ljcr-ds-14949-3737-934-14949,ljcr-difference-sets
ljcr-ds-14976-600-24-12-1248,ljcr-difference-sets
ljcr-ds-14976-600-24-2-12-624,ljcr-difference-sets
ljcr-ds-14976-600-24-2-2-12-312,ljcr-difference-sets
ljcr-ds-14976-600-24-2-2-2-12-156,ljcr-difference-sets
ljcr-ds-14976-600-24-2-2-2-1872,ljcr-difference-sets
ljcr-ds-14976-600-24-2-2-2-2-6-156,ljcr-difference-sets
ljcr-ds-14976-600-24-2-2-2-2-936,ljcr-difference-sets
ljcr-ds-14976-600-24-2-2-2-6-312,ljcr-difference-sets
ljcr-ds-14976-600-24-2-2-3744,ljcr-difference-sets
ljcr-ds-14976-600-24-2-2-4-936,ljcr-difference-sets
ljcr-ds-14976-600-24-2-2-6-624,ljcr-difference-sets
ljcr-ds-14976-600-24-2-24-312,ljcr-difference-sets
ljcr-ds-14976-600-24-2-4-12-156,ljcr-difference-sets
ljcr-ds-14976-600-24-2-4-1872,ljcr-difference-sets
ljcr-ds-14976-600-24-2-6-1248,ljcr-difference-sets
ljcr-ds-14976-600-24-2-8-936,ljcr-difference-sets
ljcr-ds-14976-600-24-24-624,ljcr-difference-sets
ljcr-ds-14976-600-24-4-12-312,ljcr-difference-sets
ljcr-ds-14976-600-24-4-3744,ljcr-difference-sets
ljcr-ds-14976-600-24-4-4-936,ljcr-difference-sets
ljcr-ds-14976-600-24-6-2496,ljcr-difference-sets
ljcr-ds-14976-600-24-8-1872,ljcr-difference-sets
ljcr-ds-14981-3745-936-14981,ljcr-difference-sets
ljcr-ds-14997-3749-937-14997,ljcr-difference-sets
ljcr-ds-15001-5001-1667-15001,ljcr-difference-sets
ljcr-ds-15007-7381-3630-15007,ljcr-difference-sets
ljcr-ds-15021-3756-939-15021,ljcr-difference-sets
ljcr-ds-15023-7511-3755-15023,ljcr-difference-sets
ljcr-ds-15043-5451-1975-15043,ljcr-difference-sets
ljcr-ds-15051-5075-1711-15051,ljcr-difference-sets
ljcr-ds-15065-1345-120-15065,ljcr-difference-sets
ljcr-ds-15093-1716-195-15093,ljcr-difference-sets
ljcr-ds-15109-3777-944-15109,ljcr-difference-sets
ljcr-ds-15159-5512-2004-15159,ljcr-difference-sets
ljcr-ds-15169-6400-2700-15169,ljcr-difference-sets
ljcr-ds-1519-231-35-7-217,ljcr-difference-sets
ljcr-ds-1519-253-42-7-217,ljcr-difference-sets
ljcr-ds-1521-305-61-13-117,ljcr-difference-sets
ljcr-ds-1521-305-61-3-507,ljcr-difference-sets
ljcr-ds-1521-305-61-39-39,ljcr-difference-sets
ljcr-ds-15237-3809-952-15237,ljcr-difference-sets
ljcr-ds-15241-1905-238-15241,ljcr-difference-sets
ljcr-ds-15253-3937-1016-15253,ljcr-difference-sets
ljcr-ds-15337-568-21-15337,ljcr-difference-sets
ljcr-ds-15337-568-21-7-2191,ljcr-difference-sets
ljcr-ds-15345-960-60-15345,ljcr-difference-sets
ljcr-ds-15345-960-60-3-5115,ljcr-difference-sets
ljcr-ds-15397-3849-962-15397,ljcr-difference-sets
ljcr-ds-15407-7703-3851-15407,ljcr-difference-sets
ljcr-ds-15409-4816-1505-15409,ljcr-difference-sets
ljcr-ds-15409-6849-3044-15409,ljcr-difference-sets
ljcr-ds-15466-4125-1100-15466,ljcr-difference-sets
ljcr-ds-15487-2581-430-15487,ljcr-difference-sets
ljcr-ds-15515-7757-3878-15515,ljcr-difference-sets
ljcr-ds-15539-4114-1089-15539,ljcr-difference-sets
ljcr-ds-15573-4352-1216-15573,ljcr-difference-sets
ljcr-ds-15600-4105-1080-15600,ljcr-difference-sets
ljcr-ds-1561-105-7-1561,ljcr-difference-sets
ljcr-ds-15625-280-5-125-125,ljcr-difference-sets
ljcr-ds-15625-280-5-25-25-25,ljcr-difference-sets
ljcr-ds-15625-280-5-25-625,ljcr-difference-sets
ljcr-ds-15625-280-5-5-25-125,ljcr-difference-sets
ljcr-ds-15625-280-5-5-5-25-25,ljcr-difference-sets
ljcr-ds-15625-280-5-5-5-5-125,ljcr-difference-sets
ljcr-ds-15625-280-5-5-5-5-5-25,ljcr-difference-sets
ljcr-ds-15625-280-5-5-5-5-5-5-5,ljcr-difference-sets
ljcr-ds-15625-280-5-5-5-625,ljcr-difference-sets
ljcr-ds-15627-7813-3906-15627,ljcr-difference-sets
ljcr-ds-15631-7815-3907-15631,ljcr-difference-sets
ljcr-ds-15655-5218-1739-15655,ljcr-difference-sets
ljcr-ds-15664-5221-1740-15664,ljcr-difference-sets
ljcr-ds-15693-3924-981-15693,ljcr-difference-sets
ljcr-ds-15709-3213-657-15709,ljcr-difference-sets
ljcr-ds-15771-3155-631-15771,ljcr-difference-sets
ljcr-ds-15799-5266-1755-15799,ljcr-difference-sets
ljcr-ds-15808-958-58-2-7904,ljcr-difference-sets
ljcr-ds-15808-958-58-4-3952,ljcr-difference-sets
ljcr-ds-15808-958-58-8-1976,ljcr-difference-sets
ljcr-ds-15811-2635-439-15811,ljcr-difference-sets
ljcr-ds-15851-7925-3962-15851,ljcr-difference-sets
ljcr-ds-15855-7927-3963-15855,ljcr-difference-sets
ljcr-ds-15885-1805-205-15885,ljcr-difference-sets
ljcr-ds-15939-4291-1155-15939,ljcr-difference-sets
ljcr-ds-15951-7975-3987-15951,ljcr-difference-sets
ljcr-ds-15981-3196-639-15981,ljcr-difference-sets
ljcr-ds-1600-780-380-2-10-80,ljcr-difference-sets
ljcr-ds-1600-780-380-2-20-40,ljcr-difference-sets
ljcr-ds-1600-780-380-2-4-200,ljcr-difference-sets
ljcr-ds-1600-780-380-20-80,ljcr-difference-sets
ljcr-ds-1600-780-380-4-20-20,ljcr-difference-sets
ljcr-ds-1600-780-380-4-4-100,ljcr-difference-sets
ljcr-ds-1600-780-380-40-40,ljcr-difference-sets
ljcr-ds-1600-780-380-8-200,ljcr-difference-sets
ljcr-ds-16009-2553-407-16009,ljcr-difference-sets
ljcr-ds-1611-805-402-3-537,ljcr-difference-sets
ljcr-ds-16133-4033-1008-16133,ljcr-difference-sets
ljcr-ds-16143-8071-4035-16143,ljcr-difference-sets
ljcr-ds-1615-270-45-1615,ljcr-difference-sets
ljcr-ds-16163-8081-4040-16163,ljcr-difference-sets
ljcr-ds-16201-2025-253-16201,ljcr-difference-sets
